# # om_m, S_8, h, w_0 sigma_8
0.5138863 0.7147117 0.6000002 -1.2557495 0.5460822
0.3292758 0.8462837 0.6970062 -1.2981304 0.8077867
0.3430969 0.8871866 0.6491571 -0.5267480 0.8295971
0.2852056 0.7751263 0.6283323 -1.4318810 0.7949762
0.3205628 0.8317540 0.6086948 -0.8125011 0.8046351
0.5367562 0.8054914 0.6189384 -1.7229693 0.6021892
0.4008902 0.7634643 0.6570619 -0.7472849 0.6604450
0.4411534 0.8818623 0.7574639 -1.5053469 0.7272214
0.3645937 0.6756029 0.7540196 -0.6671401 0.6128406
0.2763794 0.6783773 0.7885438 -0.9158973 0.7067716
0.1261034 0.8846088 0.6662609 -1.8809097 1.3644215
0.3714186 0.6273080 0.7843175 -0.9639747 0.5637799
0.4032195 0.8561315 0.6375971 -0.9804363 0.7384657
0.4863997 0.8156211 0.7456210 -1.6908712 0.6405491
0.5331148 0.8592544 0.7302008 -1.7634116 0.6445729
0.3655699 0.8230506 0.6709813 -0.9570279 0.7455932
0.1322642 0.7247859 0.7603249 -1.8466729 1.0915639
0.4618713 0.7358024 0.6111582 -1.8036211 0.5930091
0.2139699 0.7173364 0.8015785 -1.9012259 0.8493900
0.4427244 0.7207896 0.6914570 -1.9282879 0.5933383
0.4794596 0.7704630 0.7335699 -1.4204658 0.6094476
0.1198779 0.8693938 0.7228295 -1.8677619 1.3753324
0.1552950 0.7693491 0.7820774 -1.7380791 1.0693143
0.3381678 0.8927747 0.7027064 -1.1538812 0.8408845
0.3603013 0.6411697 0.6149065 -1.1052951 0.5850604
0.3820558 0.7828211 0.7400087 -0.6913241 0.6936809
0.5063511 0.6734981 0.6630594 -1.7981156 0.5184073
0.2510246 0.6872077 0.7802355 -0.7003436 0.7512604
0.1816267 0.6120889 0.7522899 -0.5523605 0.7866567
0.4113936 0.6385204 0.6760740 -0.7695717 0.5452638
0.1957147 0.6232202 0.6778511 -1.8239839 0.7715969
0.2566320 0.7566143 0.7931872 -1.5219221 0.8180499
0.4668214 0.7274319 0.6839370 -1.0004345 0.5831464
0.5423380 0.6698086 0.6386351 -1.5941373 0.4981686
0.1051604 0.7289539 0.8070462 -1.9063229 1.2312169
0.2445588 0.7457338 0.7725035 -1.0131722 0.8259482
0.2210884 0.7527797 0.8031754 -1.1108318 0.8768908
0.2622005 0.8771927 0.6449990 -0.8791284 0.9382939
0.1655835 0.6970760 0.6992529 -1.2034668 0.9382794
0.5472146 0.7097248 0.6888665 -1.3469436 0.5254989
0.1018766 0.7790286 0.7939470 -0.5905026 1.3368319
0.1807507 0.7886749 0.6414767 -1.9360441 1.0160584
0.1722248 0.8023358 0.7759491 -1.4042516 1.0589341
0.3010115 0.6967768 0.7206657 -1.3580673 0.6956050
0.2810793 0.6547008 0.7684907 -1.9855557 0.6763773
0.2019855 0.6932208 0.7380857 -1.2707000 0.8448354
0.2917285 0.6212465 0.6803299 -1.0642416 0.6299922
0.3851946 0.6484701 0.7100292 -0.8447284 0.5722825
0.3053337 0.6328466 0.6435770 -0.9345082 0.6272948
0.3312550 0.7014626 0.6684301 -1.2322216 0.6675502
0.1679605 0.7593094 0.7069228 -0.6372146 1.0147891
0.3958751 0.8009891 0.7041952 -1.9702203 0.6972815
0.1499645 0.6299944 0.7483917 -0.7168295 0.8910520
0.4874443 0.7057541 0.7272135 -1.9505273 0.5536707
0.4971686 0.8891603 0.6853019 -1.6526425 0.6906990
0.4189600 0.6840285 0.6329582 -1.0242386 0.5788267
0.4587786 0.7779256 0.7349997 -0.9202680 0.6290673
0.1896738 0.7334497 0.7988510 -1.3898140 0.9224170
0.2961089 0.8659455 0.7157751 -1.0871232 0.8716166
0.2246090 0.7411095 0.6862470 -1.1440687 0.8565040
0.4744992 0.7036096 0.6024911 -1.7739136 0.5594672
0.2301967 0.8992746 0.6543605 -1.1959792 1.0266051
0.3193078 0.8084477 0.6252407 -1.5014753 0.7836241
0.4206357 0.7924639 0.8089734 -1.2114400 0.6692480
